City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Portland,clear sky,93.18200000000002,96.20600000000003,88.01600000000002,97.66400000000003,1012,41,0,2023-08-15 20:11:48,2023-08-15 06:11:14,2023-08-15 20:19:25
